TestSponsor,SystemName,Parallel,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Lenovo Global Technology,"ThinkSystem ST550 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,4.10,4.22,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.60 GHz, Intel Xeon Silver 4112)",Yes,8,8,2,1,6.56,6.75,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.40 GHz, Intel Xeon Gold 5115)",Yes,20,20,2,1,7.45,7.62,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,8.93,9.14,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,224,224,8,1,9.36,9.65,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.50 GHz, Intel Xeon Platinum 8180M)",Yes,224,224,8,1,9.36,9.63,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Gold 6130)",Yes,32,32,2,1,8.77,9.02,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,8.87,9.14,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,40,40,2,1,8.89,9.15,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Gold 6138)",Yes,80,80,4,1,8.95,9.18,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.30 GHz, Intel Xeon Gold 6140)",Yes,36,36,2,1,8.72,9.06,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.30 GHz, Intel Xeon Gold 6140M)",Yes,72,72,4,1,8.91,9.11,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.30 GHz, Intel Xeon Gold 6140)",Yes,36,36,2,1,8.82,9.09,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.60 GHz, Intel Xeon Gold 6142)",Yes,64,64,4,1,8.82,9.07,--,--
Lenovo Global Technology,"ThinkSystem SR630 (3.00 GHz, Intel Xeon Platinum 8158)",Yes,24,24,2,1,8.75,9.06,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.40 GHz, Intel Xeon Gold 6148)",Yes,80,80,4,1,8.94,9.16,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Platinum 8160T)",Yes,48,48,2,1,8.98,9.29,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Gold 6152)",Yes,88,88,4,1,8.97,9.23,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.70 GHz, Intel Xeon Platinum 8168)",Yes,48,48,2,1,8.99,9.29,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.00 GHz, Intel Xeon Gold 6154)",Yes,72,72,4,1,8.89,9.15,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,52,52,2,1,9.00,9.30,--,--
Lenovo Global Technology,"ThinkSystem SR530 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,4.11,4.23,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,6.90,7.09,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,6.90,7.12,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.10 GHz, Intel Xeon Silver 4110)",Yes,16,16,2,1,6.90,7.09,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,8.91,9.17,--,--
Lenovo Global Technology,"ThinkSystem ST550 (1.70 GHz, Intel Xeon Bronze 3106)",Yes,16,16,2,1,4.25,4.37,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,6.87,7.07,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.30 GHz, Intel Xeon Gold 5118)",Yes,24,24,2,1,7.54,7.74,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,8.66,8.88,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.10 GHz, Intel Xeon Gold 6130)",Yes,32,32,2,1,8.78,9.03,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,8.76,9.03,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,40,40,2,1,8.93,9.16,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.30 GHz, Intel Xeon Gold 5118)",Yes,48,48,4,1,7.61,7.82,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.30 GHz, Intel Xeon Gold 5118)",Yes,48,48,4,1,7.60,7.80,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,8.89,9.15,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.20 GHz, Intel Xeon Gold 5120)",Yes,56,56,4,1,7.67,7.93,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.30 GHz, Intel Xeon Gold 6140)",Yes,36,36,2,1,8.84,9.05,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.20 GHz, Intel Xeon Gold 5120T)",Yes,56,56,4,1,7.68,7.89,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.40 GHz, Intel Xeon Gold 6148)",Yes,40,40,2,1,8.89,9.16,--,--
Lenovo Global Technology,"ThinkSystem SN850 (3.60 GHz, Intel Xeon Gold 5122)",Yes,16,16,4,1,8.46,8.70,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.10 GHz, Intel Xeon Gold 6152)",Yes,44,44,2,1,8.96,9.21,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.60 GHz, Intel Xeon Gold 6126)",Yes,48,48,4,1,8.73,8.96,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,52,52,2,1,9.07,9.33,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.10 GHz, Intel Xeon Gold 6130)",Yes,64,64,4,1,8.81,9.06,--,--
Lenovo Global Technology,"ThinkSystem SN850 (3.20 GHz, Intel Xeon Gold 6134)",Yes,32,32,4,1,8.85,9.10,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,8.77,8.99,--,--
Lenovo Global Technology,"ThinkSystem SR570 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,9.07,9.34,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,40,40,2,1,8.91,9.15,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,9.09,9.35,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,6.96,7.16,--,--
Lenovo Global Technology,"ThinkSystem SN850 (3.00 GHz, Intel Xeon Gold 6136)",Yes,48,48,4,1,8.91,9.11,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.60 GHz, Intel Xeon Gold 6142)",Yes,64,64,4,1,8.87,9.07,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.70 GHz, Intel Xeon Gold 6150)",Yes,72,72,4,1,8.90,9.14,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.70 GHz, Intel Xeon Platinum 8168)",Yes,192,192,8,1,9.06,9.35,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,208,208,8,1,9.14,9.36,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8170M)",Yes,208,208,8,1,9.15,9.40,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.20 GHz, Intel Xeon Silver 4114)",Yes,20,20,2,1,7.01,7.23,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.20 GHz, Intel Xeon Gold 5120)",Yes,28,28,2,1,7.61,7.87,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.20 GHz, Intel Xeon Gold 5120T)",Yes,28,28,2,1,7.65,7.88,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.20 GHz, Intel Xeon Silver 4114)",Yes,20,20,2,1,7.01,7.24,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.30 GHz, Intel Xeon Gold 5118)",Yes,24,24,2,1,7.56,7.78,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.20 GHz, Intel Xeon Gold 5120)",Yes,28,28,2,1,7.61,7.82,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,6.95,7.16,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,56,56,2,1,9.22,9.55,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,8.58,8.86,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,8.66,8.89,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,8.78,9.05,--,--
Lenovo Global Technology,"ThinkSystem SR590 (3.00 GHz, Intel Xeon Gold 6136)",Yes,24,24,2,1,8.79,9.05,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,7.11,7.31,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.60 GHz, Intel Xeon Gold 6142)",Yes,32,32,2,1,8.79,9.01,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.20 GHz, Intel Xeon Gold 5120)",Yes,28,28,2,1,7.66,7.84,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,8.65,8.88,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,112,112,4,1,9.27,9.59,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,7.12,7.29,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Gold 6130)",Yes,32,32,2,1,8.77,9.02,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,6.97,7.15,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.20 GHz, Intel Xeon Gold 5120)",Yes,56,56,4,1,7.66,7.86,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.20 GHz, Intel Xeon Gold 5120T)",Yes,56,56,4,1,7.69,7.88,--,--
Lenovo Global Technology,"ThinkSystem SR850 (3.60 GHz, Intel Xeon Gold 5122)",Yes,16,16,4,1,8.42,8.65,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,64,64,4,1,8.76,9.01,--,--
Lenovo Global Technology,"ThinkSystem SR850 (3.20 GHz, Intel Xeon Gold 6134)",Yes,32,32,4,1,8.77,9.03,--,--
Lenovo Global Technology,"ThinkSystem SR550 (1.80 GHz, Intel Xeon Silver 4108)",Yes,16,16,2,1,6.88,7.09,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,6.94,7.14,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.40 GHz, Intel Xeon Gold 6128)",Yes,24,24,4,1,8.63,8.87,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.40 GHz, Intel Xeon Gold 5115)",Yes,40,40,4,1,7.49,7.72,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Gold 6130)",Yes,64,64,4,1,8.85,9.05,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.30 GHz, Intel Xeon Gold 5118)",Yes,48,48,4,1,7.62,7.82,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.00 GHz, Intel Xeon Gold 6136)",Yes,48,48,4,1,8.87,9.11,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.20 GHz, Intel Xeon Gold 5120)",Yes,56,56,4,1,7.70,7.89,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.60 GHz, Intel Xeon Gold 6142M)",Yes,64,64,4,1,8.82,9.00,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.20 GHz, Intel Xeon Gold 5120T)",Yes,56,56,4,1,7.72,7.92,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.60 GHz, Intel Xeon Gold 5122)",Yes,16,16,4,1,8.51,8.67,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.70 GHz, Intel Xeon Gold 6150)",Yes,72,72,4,1,8.86,9.14,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,64,64,4,1,6.98,7.19,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,96,96,4,1,9.02,9.25,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8160T)",Yes,96,96,4,1,9.01,9.28,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.00 GHz, Intel Xeon Gold 6138)",Yes,80,80,4,1,8.97,9.21,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8176M)",Yes,224,224,8,1,9.36,9.63,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,208,208,8,1,9.09,9.38,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8160M)",Yes,192,192,8,1,9.06,9.33,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.60 GHz, Intel Xeon Gold 6126)",Yes,48,48,4,1,8.69,8.95,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,48,48,4,1,8.73,8.97,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,64,64,4,1,8.82,9.10,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.60 GHz, Intel Xeon Gold 6132)",Yes,56,56,4,1,8.72,8.92,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.00 GHz, Intel Xeon Platinum 8158)",Yes,48,48,4,1,8.91,9.14,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.50 GHz, Intel Xeon Platinum 8180M)",Yes,112,112,4,1,9.35,9.60,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,7.08,7.32,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,8.58,8.86,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,7.10,7.32,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.20 GHz, Intel Xeon Gold 5120T)",Yes,28,28,2,1,7.65,7.84,--,--
Lenovo Global Technology,"ThinkSystem SR650 (1.80 GHz, Intel Xeon Silver 4108)",Yes,16,16,2,1,6.87,7.06,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.30 GHz, Intel Xeon Gold 5118)",Yes,24,24,2,1,7.55,7.77,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.40 GHz, Intel Xeon Gold 5115)",Yes,40,40,4,1,7.46,7.66,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.60 GHz, Intel Xeon Silver 4112)",Yes,8,8,2,1,6.60,6.80,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.40 GHz, Intel Xeon Gold 5115)",Yes,20,20,2,1,7.47,7.70,--,--
Lenovo Global Technology,"ThinkSystem SR570 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,7.13,7.34,--,--
Lenovo Global Technology,"ThinkSystem SR570 (3.00 GHz, Intel Xeon Gold 6136)",Yes,24,24,2,1,8.82,9.09,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,64,64,4,1,7.00,7.20,--,--
Lenovo Global Technology,"ThinkSystem ST550 (1.80 GHz, Intel Xeon Silver 4108)",Yes,16,16,2,1,6.86,7.05,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.20 GHz, Intel Xeon Silver 4114)",Yes,20,20,2,1,7.02,7.22,--,--
Lenovo Global Technology,"ThinkSystem ST550 (3.60 GHz, Intel Xeon Gold 5122)",Yes,8,8,2,1,8.18,8.41,--,--
Lenovo Global Technology,"ThinkSystem SR590 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,4.11,4.23,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,6.90,7.07,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.20 GHz, Intel Xeon Silver 4114)",Yes,20,20,2,1,7.04,7.22,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.30 GHz, Intel Xeon Gold 5118)",Yes,24,24,2,1,7.57,7.79,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,8.91,9.20,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.30 GHz, Intel Xeon Gold 6140)",Yes,36,36,2,1,8.82,9.08,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,96,96,4,1,9.02,9.29,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.10 GHz, Intel Xeon Gold 6152)",Yes,88,88,4,1,8.90,9.24,--,--
Lenovo Global Technology,"ThinkSystem SR550 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,4.11,4.22,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,8.79,9.04,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.60 GHz, Intel Xeon Silver 4112)",Yes,8,8,2,1,6.59,6.80,--,--
Lenovo Global Technology,"ThinkSystem SR550 (3.60 GHz, Intel Xeon Platinum 8156)",Yes,8,8,2,1,8.16,8.44,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.20 GHz, Intel Xeon Silver 4114)",Yes,20,20,2,1,7.01,7.21,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.40 GHz, Intel Xeon Gold 5115)",Yes,20,20,2,1,7.46,7.67,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.30 GHz, Intel Xeon Gold 5118)",Yes,24,24,2,1,7.54,7.77,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,104,104,4,1,9.06,9.34,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,104,104,4,1,9.08,9.36,--,--
Lenovo Global Technology,"ThinkSystem SR650 (3.00 GHz, Intel Xeon Gold 6136)",Yes,24,24,2,1,8.75,8.99,--,--
Lenovo Global Technology,"ThinkSystem SR650 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,4.11,4.23,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Platinum 8160T)",Yes,48,48,2,1,8.97,9.27,--,--
Lenovo Global Technology,"ThinkSystem SR650 (1.70 GHz, Intel Xeon Bronze 3106)",Yes,16,16,2,1,4.25,4.37,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,6.89,7.09,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Silver 4110)",Yes,16,16,2,1,6.89,7.10,--,--
Lenovo Global Technology,"ThinkSystem SR650 (3.60 GHz, Intel Xeon Gold 5122)",Yes,8,8,2,1,8.18,8.39,--,--
Lenovo Global Technology,"ThinkSystem SR630 (1.80 GHz, Intel Xeon Silver 4108)",Yes,16,16,2,1,6.86,7.09,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.60 GHz, Intel Xeon Silver 4112)",Yes,8,8,2,1,6.56,6.77,--,--
Lenovo Global Technology,"ThinkSystem SR950 (1.90 GHz, Intel Xeon Gold 5119T)",Yes,56,56,4,1,7.70,7.92,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.60 GHz, Intel Xeon Platinum 8156)",Yes,16,16,4,1,8.49,8.74,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8160M)",Yes,96,96,4,1,8.98,9.24,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,192,192,8,1,9.06,9.30,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,104,104,4,1,9.08,9.35,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.60 GHz, Intel Xeon Silver 4112)",Yes,8,8,2,1,6.58,6.78,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.10 GHz, Intel Xeon Silver 4110)",Yes,16,16,2,1,6.90,7.10,--,--
Lenovo Global Technology,"ThinkSystem SR590 (1.70 GHz, Intel Xeon Bronze 3106)",Yes,16,16,2,1,4.26,4.39,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.10 GHz, Intel Xeon Silver 4110)",Yes,16,16,2,1,6.92,7.12,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.60 GHz, Intel Xeon Silver 4112)",Yes,8,8,2,1,6.57,6.79,--,--
Lenovo Global Technology,"ThinkSystem SR860 (3.20 GHz, Intel Xeon Gold 6134)",Yes,32,32,4,1,8.84,9.10,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.00 GHz, Intel Xeon Gold 6138)",Yes,80,80,4,1,8.88,9.20,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.30 GHz, Intel Xeon Gold 6140)",Yes,72,72,4,1,8.85,9.06,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.60 GHz, Intel Xeon Gold 6142)",Yes,64,64,4,1,8.79,9.11,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.70 GHz, Intel Xeon Gold 6150)",Yes,72,72,4,1,8.89,9.16,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.20 GHz, Intel Xeon Gold 5120)",Yes,28,28,2,1,7.66,7.89,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,9.05,9.29,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,56,56,2,1,9.28,9.55,--,--
Lenovo Global Technology,"ThinkSystem SR530 (1.80 GHz, Intel Xeon Silver 4108)",Yes,16,16,2,1,6.88,7.06,--,--
Lenovo Global Technology,"ThinkSystem SR570 (1.70 GHz, Intel Xeon Bronze 3106)",Yes,16,16,2,1,4.26,4.39,--,--
Lenovo Global Technology,"ThinkSystem SR570 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,40,40,2,1,8.86,9.18,--,--
Lenovo Global Technology,"ThinkSystem SR570 (3.60 GHz, Intel Xeon Platinum 8156)",Yes,8,8,2,1,8.18,8.45,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.00 GHz, Intel Xeon Platinum 8158)",Yes,96,96,8,1,8.90,9.16,--,--
Lenovo Global Technology,"Lenovo System x3650 M5 (2.40 GHz, Intel Xeon E5-2699A v4)",Yes,44,44,2,1,8.32,8.67,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.60 GHz, Intel Xeon Gold 6142)",Yes,32,32,2,1,8.77,9.03,--,--
Lenovo Global Technology,"ThinkSystem SR650 (3.60 GHz, Intel Xeon Platinum 8156)",Yes,8,8,2,1,8.14,8.40,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.50 GHz, Intel Xeon Platinum 8180M)",Yes,56,56,2,1,9.22,9.56,--,--
Lenovo Global Technology,"ThinkSystem SR630 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,4.11,4.22,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Gold 5117)",Yes,56,56,4,1,6.81,7.01,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.50 GHz, Intel Xeon Gold 6144)",Yes,32,32,4,1,9.79,10.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (1.70 GHz, Intel Xeon Bronze 3106)",Yes,16,16,2,1,4.26,4.38,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Silver 4110)",Yes,16,16,2,1,6.89,7.05,--,--
Lenovo Global Technology,"ThinkSystem SR630 (3.60 GHz, Intel Xeon Platinum 8156)",Yes,8,8,2,1,8.18,8.41,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,128,128,8,1,6.99,7.23,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.60 GHz, Intel Xeon Platinum 8156)",Yes,32,32,8,1,8.59,8.83,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8160T)",Yes,192,192,8,1,9.08,9.35,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.20 GHz, Intel Xeon Silver 4114T)",Yes,20,20,2,1,7.03,7.25,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Silver 4116T)",Yes,24,24,2,1,7.09,7.32,--,--
Lenovo Global Technology,"ThinkSystem SR570 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,4.12,4.23,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.30 GHz, Intel Xeon Gold 5118)",Yes,24,24,2,1,7.57,7.78,--,--
Lenovo Global Technology,"ThinkSystem SR570 (1.80 GHz, Intel Xeon Silver 4108)",Yes,16,16,2,1,6.83,7.08,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.20 GHz, Intel Xeon Gold 5120)",Yes,28,28,2,1,7.67,7.90,--,--
Lenovo Global Technology,"ThinkSystem SR570 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,6.88,7.11,--,--
Lenovo Global Technology,"ThinkSystem SR570 (2.60 GHz, Intel Xeon Silver 4112)",Yes,8,8,2,1,6.59,6.79,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.20 GHz, Intel Xeon Gold 5120)",Yes,56,56,4,1,7.67,7.89,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.60 GHz, Intel Xeon Gold 6126)",Yes,48,48,4,1,8.73,8.97,--,--
